hashed_id,estimated_pickup_latitude,estimated_pickup_longitude,estimated_dropoff_latitude,estimated_dropoff_longitude,pickup_hex_9,dropoff_hex_9
I6D14F,23.85968233,90.38972128,24.0265234,90.41913803,893cf10586bffff,893cf1a98c3ffff
I6DJBT,23.823805,90.434744,23.7592856,90.3895098,893cf13b1cfffff,893cf10cb9bffff
I6A6JO,23.80678827,90.37765436,23.70909004,90.41377433,893cf10eb23ffff,893cf176063ffff
I6B8HR,23.7783705,90.3974806,23.8626771,90.40520153,893cf10c9d7ffff,893cf105bbbffff
I6ED0C,23.71698345,90.40227335,23.76788545,90.36213013,893cf1760c7ffff,893cf10cea3ffff
I6ELFD,23.78628177,90.65905899,23.71765665,90.42431635,893cf12adabffff,893cf1761cbffff
I6EDRT,23.80369498,90.35582051,23.821329,90.257663,893cf10ebdbffff,893cf10e68fffff
I6A31E,23.82392853,90.43277442,23.7310345,90.4209112,893cf13b1cfffff,893cf176563ffff
I6ETKJ,23.82846,90.364007,23.73760122,90.37725778,893cf10e9c3ffff,893cf10ca63ffff
I6A9QK,23.82602854,90.3679347,23.726388,90.389129,893cf10e9cfffff,893cf176457ffff
I6C674,23.81505855,90.42831458,23.74978413,90.41871692,893cf13b393ffff,893cf13964fffff
I6E56F,23.74052207,90.38266137,23.74482346,90.44842529,893cf10ca67ffff,893cf139233ffff
I6CS4R,23.821284,90.440745,23.79066,90.37587,893cf13b10bffff,893cf10cdc3ffff
I6ERDK,23.783471,90.344335,23.73308986,90.41540813,893cf10c1a3ffff,893cf17650bffff
I6AKP2,23.91312857,90.31890661,23.750719,90.39059147,893cf107337ffff,893cf10cbcfffff
I6C00G,23.75264822,90.3827576,23.913089,90.318905,893cf10caafffff,893cf107337ffff
IA8P29,23.727085,90.386293,23.76302715,90.36068355,893cf176457ffff,893cf10ce07ffff
IA6Q8O,23.72365977,90.38186461,23.76893679,90.4236529,893cf10d927ffff,893cf1396b3ffff
IA89FI,23.79085326,90.40434536,23.78429854,90.3923889,893cf13b243ffff,893cf10cd67ffff
IA8K9I,23.80209463,90.4229961,23.7315506,90.4150839,893cf13b3dbffff,893cf176547ffff
IAANG1,23.816121,90.426812,23.7732967,90.3654914,893cf13b02bffff,893cf10cc6bffff
IAAE2M,23.786197,90.4338976,23.75468152,90.41536458,893cf1394abffff,893cf139653ffff
IA58OF,23.88898298,90.40137447,23.87091678,90.39689035,893cf105d2bffff,893cf105823ffff
IA5866,23.76435194,90.41586075,23.78696,90.42582,893cf13968bffff,893cf13948fffff
IA6O3M,23.70952303,90.41480984,23.74751645,90.38193165,893cf176077ffff,893cf10ca33ffff
IA5CL9,23.7532549,90.3732873,23.7255624,90.3987411,893cf10ca87ffff,893cf176477ffff
IAANT1,23.730256,90.406362,23.81868004,90.368331,893cf17655bffff,893cf10e94bffff
IA8FG5,23.74974944,90.43899849,23.7897902,90.40364578,893cf13928fffff,893cf13b243ffff
IA4TN3,23.857775,90.401162,23.83258322,90.54232456,893cf105b13ffff,893cf138c37ffff
IA9RF8,23.81869108,90.3655519,23.897639,90.330958,893cf10e95bffff,893cf105507ffff
IA7MM9,23.79837,90.3525603,23.852722,90.405936,893cf10ea23ffff,893cf105b73ffff
IA7JK4,23.82486667,90.43498352,23.750719,90.39059147,893cf13b1cfffff,893cf10cbcfffff
IAAIJR,23.7787859,90.36261253,23.7747172,90.3506691,893cf10cc73ffff,893cf10c12fffff
IA97O3,23.74461796,90.37292831,23.79454476,90.35481803,893cf10ca0bffff,893cf10cc93ffff
IAA17H,23.77740702,90.3686144,23.752878,90.376442,893cf10cc67ffff,893cf10cabbffff
IA5IBQ,23.8694806,90.396556,23.82205045,90.36488584,893cf10582bffff,893cf10e953ffff
IA5L4E,23.8206872,90.4297452,23.80107312,90.42318486,893cf13b027ffff,893cf13b3cbffff
I9OPM7,23.78751938,90.3998711,23.80105441,90.35752069,893cf10cd2fffff,893cf10ea27ffff
I9QNRH,23.75773662,90.38156644,23.786983,90.402743,893cf10c86bffff,893cf13b24bffff
I9OS4O,23.868597,90.400281,23.74336805,90.42753995,893cf10582fffff,893cf1392dbffff
I9OPDP,23.7443218,90.3723753,23.78283,90.3426367,893cf10ca0bffff,893cf10c1a3ffff
I9RGLT,23.8386561,90.37542108,23.80366155,90.35502858,893cf105a4bffff,893cf10ebdbffff
I9TFF2,23.86603111,90.39831575,23.7521661,90.36211225,893cf105b93ffff,893cf10ce6fffff
I9PAIE,23.72945248,90.43790985,23.74131774,90.38257696,893cf1761a3ffff,893cf10ca2bffff
I9QS7E,23.99251644,90.43080736,23.8104149,90.43028969,893cf1334d3ffff,893cf13b383ffff
I9SJA3,23.92539397,90.26374966,23.89410323,90.37660204,893cf10768fffff,893cf105ca7ffff
I9S7K6,23.7653854,90.43095823,23.6953812,90.5092415,893cf1396afffff,893cf176b2fffff
I9TRK7,23.83602478,90.41849703,23.72823932,90.41096008,893cf13b557ffff,893cf17654bffff
I9TLJM,23.80064514,90.4548195,23.770464,90.396615,893cf13864bffff,893cf10c953ffff
I9P8OO,23.846693,90.40682,23.7316494,90.4210134,893cf105b6bffff,893cf176577ffff
I9P3TP,23.76355229,90.4190442,23.79321788,90.40284439,893cf13968bffff,893cf13b253ffff
I9QEE2,23.78039513,90.4215125,23.6933251,90.4351301,893cf1394cfffff,893cf176367ffff
I9T9RO,23.76196585,90.43150582,23.74126315,90.3919172,893cf139637ffff,893cf10cb4bffff
I9QG2L,23.78351474,90.36151685,23.81415431,90.39732434,893cf10cc03ffff,893cf13b607ffff
I9R0OI,23.83470394,90.41685518,23.87268219,90.39073717,893cf13b543ffff,893cf105807ffff
I9OQ04,23.74524279,90.3919046,23.74508949,90.37429446,893cf10cb43ffff,893cf10ca03ffff
I9R8OF,23.837541,90.371551,23.87337911,90.38635691,893cf10e997ffff,893cf105803ffff
I9RTB9,23.85139152,90.4081436,23.7922,90.42424,893cf105b73ffff,893cf139497ffff
I9R98A,23.815732,90.353414,23.80063775,90.4548355,893cf10e873ffff,893cf13864bffff
I9T4E3,23.73630882,90.43161806,23.79211997,90.34288991,893cf13925bffff,893cf10ea47ffff
I9PKIP,23.80256152,90.36726147,23.76750921,90.35101854,893cf10eb0bffff,893cf10ce83ffff
I9Q35M,23.78282259,90.34858759,23.71553615,90.42926405,893cf10ccdbffff,893cf176143ffff
I9JF9D,23.78813235,90.37336685,23.80858747,90.38487587,893cf10cddbffff,893cf13b653ffff
I9JFAI,23.817763,90.425997,23.7819893,90.35048291,893cf13b023ffff,893cf10cccbffff
I9JI56,23.82057801,90.42565987,23.81028975,90.42138811,893cf13b033ffff,893cf13b063ffff
I9JICL,23.781949,90.413238,23.83131825,90.42498557,893cf10c9a7ffff,893cf13b56bffff
I9JHBN,23.73714967,90.39864742,23.75056,90.38273,893cf1764a3ffff,893cf10caafffff
I9JGHL,23.771083,90.363878,23.79246786,90.30135624,893cf10cea7ffff,893cf10c4a3ffff
I9JFPR,23.71500999,90.42667776,23.7253733,90.384435,893cf17615bffff,893cf176453ffff
I9JFNM,23.79546263,90.39814979,23.74731369,90.39082199,893cf13b2dbffff,893cf10cb53ffff
I9JIL7,23.87488504,90.38548296,23.84644198,90.40694308,893cf105813ffff,893cf105b6bffff
I9JI3M,23.78103,90.400217,23.79267,90.36066,893cf10c983ffff,893cf10cc87ffff
I9JH3G,23.7418436,90.39577704,23.693874,90.480733,893cf10cb4fffff,893cf176a37ffff
I9JHNA,23.81312844,90.42561151,23.70494638,90.4407312,893cf13b067ffff,893cf176edbffff
I9JH23,23.77502764,90.35886019,23.83095612,90.37649653,893cf10cc4fffff,893cf10e917ffff
I9JHFA,23.712021,90.429097,23.79940507,90.37950345,893cf17614bffff,893cf10cd93ffff
I9JGQH,23.80196058,90.36600653,23.78202,90.40393,893cf10eb0bffff,893cf10c987ffff
I9JHOE,23.793419,90.408346,23.70263433,90.43516056,893cf13b20bffff,893cf176333ffff
I9JHIT,23.80536188,90.34703895,23.71500999,90.42667776,893cf10eabbffff,893cf17615bffff
I9JJ36,23.72280389,90.38110636,23.77691033,90.42581711,893cf10d92fffff,893cf139457ffff
I9JFSQ,23.75343823,90.37264029,23.82713634,90.44020817,893cf10ca87ffff,893cf13b113ffff
I9JIC6,23.756508,90.393983,23.77266822,90.40089878,893cf10cb8bffff,893cf10c91bffff
I9JG7K,23.7142791,90.37795443,23.823583,90.35369,893cf17669bffff,893cf10e807ffff
I9JFC4,23.80885288,90.42122372,23.79343208,90.42726852,893cf13b06bffff,893cf13b34bffff
I9JHA7,23.72407628,90.40031701,23.715071,90.373345,893cf176467ffff,893cf10d96fffff
I9JGO5,23.79125576,90.40832274,23.71500999,90.42667776,893cf13b247ffff,893cf17615bffff
I9JGIE,23.771179,90.364575,23.79246786,90.30135624,893cf10cea7ffff,893cf10c4a3ffff
I9JGTB,23.76651889,90.42153396,23.75813671,90.41081721,893cf139687ffff,893cf1396dbffff
I9JJ0C,23.75918298,90.4136543,23.78101,90.39882,893cf1396c3ffff,893cf10c98bffff
I9JISA,23.77811612,90.42803027,23.77259961,90.42530076,893cf13940bffff,893cf13944fffff
I9JHA9,23.86950524,90.3912783,23.89422341,90.42105149,893cf10583bffff,893cf104a63ffff
I9JHEK,23.77382462,90.3996421,23.73430772,90.34940399,893cf10c91bffff,893cf10dd73ffff
I9JHTM,23.777751,90.361659,23.698378,90.422287,893cf10cc47ffff,893cf1763cfffff
I9JHD6,23.824357,90.43146,23.81885017,90.42872524,893cf13b1cbffff,893cf13b027ffff
I9JHOB,23.723235,90.411825,23.77513698,90.36523535,893cf1760bbffff,893cf10cc63ffff
I9JGP5,23.737487,90.39924,23.77124361,90.36551942,893cf1764afffff,893cf10cc6bffff
I9JHD1,23.81908031,90.42029243,23.771099,90.363831,893cf13b007ffff,893cf10cea7ffff
I9JH7S,23.86190543,90.39930301,23.711067,90.469603,893cf105b8bffff,893cf1768cfffff
I9JH9F,23.86651781,90.40230135,23.809396,90.421278,893cf105b97ffff,893cf13b06bffff
I9JG2H,23.78430537,90.4257467,23.775013,90.353169,893cf139413ffff,893cf10cc5bffff
I9JIBP,23.91198335,90.39003034,23.7441266,90.414129,893cf104e53ffff,893cf17658fffff
I9JH91,23.870929,90.390987,23.89422341,90.42105149,893cf10583bffff,893cf104a63ffff
I9JH6K,23.84499468,90.36324316,23.8106775,90.363813,893cf10ed33ffff,893cf10eb8bffff
I9JGAL,23.78039329,90.40761027,23.759551,90.360413,893cf10c9bbffff,893cf10ce3bffff
I9JFMN,23.79816069,90.35320736,23.82064794,90.37422314,893cf10ea23ffff,893cf10e97bffff
I9JIKB,23.79326273,90.35537392,23.81903962,90.37029025,893cf10cc93ffff,893cf10e94fffff
I9JI6F,23.851777,90.408107,23.7869065,90.4305045,893cf105b73ffff,893cf1394bbffff
I9JIB1,23.78094309,90.40068246,23.8290558,90.4210644,893cf10c983ffff,893cf13b0b3ffff
I9JH5R,23.71957109,90.3833269,23.7030357,90.38969948,893cf176697ffff,893cf176677ffff
I9JGMR,23.818915,90.409381,23.72691056,90.38635721,893cf13b0cfffff,893cf176457ffff
I9JFDB,23.81475274,90.35937376,23.807091,90.36862,893cf10e867ffff,893cf10eb03ffff
I9JG5Q,23.70385166,90.44220038,23.7349132,90.4105689,893cf176ecbffff,893cf1765cfffff
I9JH25,23.8625898,90.39969641,23.9000692,90.41056912,893cf105b83ffff,893cf104acfffff
I9JGOO,23.795049,90.413973,23.7460527,90.4280604,893cf13b20fffff,893cf1392d3ffff
I9JGT1,23.74403424,90.39197534,23.693874,90.480733,893cf10cb4bffff,893cf176a37ffff
I9JG68,23.76143409,90.35379175,23.781056,90.40710401,893cf10ce1bffff,893cf10c9bbffff
I9JHFI,23.77266818,90.40089872,23.73344129,90.38767308,893cf10c91bffff,893cf176413ffff
I9JG22,23.879785,90.396963,23.8581658,90.3539014,893cf1058a7ffff,893cf105e5bffff
I9JGOA,23.75075479,90.35116788,23.7743318,90.36310472,893cf10ce4bffff,893cf10cc7bffff
I9JG40,23.818915,90.409381,23.83099089,90.37650704,893cf13b0cfffff,893cf10e917ffff
I9JH0S,23.74401306,90.41146494,23.776856,90.432092,893cf176583ffff,893cf139473ffff
I9JFFL,23.783352,90.375264,23.78343925,90.37536048,893cf10cc27ffff,893cf10cc27ffff
I9JHAM,23.7185649,90.39397761,23.74872445,90.39099634,893cf1766a7ffff,893cf10cb53ffff
I9JFFI,23.73657584,90.33919215,23.75231295,90.39786849,893cf10ddcbffff,893cf10cb03ffff
I9JGAK,23.75862173,90.4131772,23.79489,90.414264,893cf1396c3ffff,893cf13b20fffff
I9JG2J,23.73167828,90.42065761,23.7711012,90.39458077,893cf176577ffff,893cf10c9cbffff
I9JIAG,23.74459,90.426435,23.7511,90.38634,893cf1392dbffff,893cf10cbdbffff
I9JI54,23.850705,90.408786,23.8366918,90.3631201,893cf105b63ffff,893cf10ed67ffff
I9JIMO,23.775035,90.399061,23.75813671,90.41081721,893cf10c9c7ffff,893cf1396dbffff
I9JHIO,23.7917284,90.407987,23.83409,90.4181,893cf13b247ffff,893cf13b543ffff
I9JHL0,23.80535391,90.34704499,23.71500999,90.42667776,893cf10eabbffff,893cf17615bffff
I9JGLI,23.818915,90.409381,23.72691056,90.38635721,893cf13b0cfffff,893cf176457ffff
I9JHLB,23.79481043,90.41296162,23.764919,90.343793,893cf13b20fffff,893cf10ced3ffff
I9JFDO,23.77794614,90.36129657,23.74907092,90.40805552,893cf10cc47ffff,893cf10cb2bffff
I9JHMP,23.77217818,90.42308394,23.75104063,90.38720285,893cf13944bffff,893cf10cbcbffff
I9JGPG,23.730256,90.406362,23.75646408,90.35885473,893cf17655bffff,893cf10ce73ffff
I9JIGF,23.83389427,90.41737429,23.84644,90.4063,893cf13b543ffff,893cf105b7bffff
I9JH99,23.77963737,90.3986755,23.69380732,90.43467659,893cf10c98bffff,893cf176367ffff
I9JH1P,23.71941578,90.41628689,23.762296,90.415351,893cf1760abffff,893cf1396d7ffff
I9JH81,23.8177858,90.42624071,23.8249477,90.4394413,893cf13b023ffff,893cf13b11bffff
I9JFJS,23.798558,90.353492,23.76119597,90.34346927,893cf10ea23ffff,893cf10cedbffff
I9JFCL,23.787515,90.404351,23.7445909,90.414144,893cf13b24bffff,893cf17658fffff
I9JIAD,23.78164016,90.35226323,23.79900553,90.37060149,893cf10cccbffff,893cf10eb73ffff
I9JG57,23.7918273,90.42025387,23.786469,90.402203,893cf139493ffff,893cf10c997ffff
I9JGMB,23.751066,90.39638489,23.7950803,90.3488461,893cf10cb0bffff,893cf10ea77ffff
I9JFSR,23.71719126,90.42931002,23.7686996,90.3936353,893cf176157ffff,893cf10c827ffff
I9JH62,23.7252548,90.3992948,23.741203,90.394564,893cf176467ffff,893cf1764b3ffff
I9JGGO,23.79390482,90.41105222,23.79303407,90.40414397,893cf13b20bffff,893cf13b253ffff
I9JI50,23.7122101,90.4036837,23.79458587,90.41396879,893cf1760cfffff,893cf13b20fffff
I9JGES,23.7897541,90.4195991,23.8070909,90.36861287,893cf13b267ffff,893cf10eb03ffff
I9JIEO,23.7991298,90.3577474,23.75114514,90.38628537,893cf10ea27ffff,893cf10cbdbffff
I9JFRS,23.70363922,90.43515857,23.75894394,90.44246491,893cf1763afffff,893cf139043ffff
I9JIMR,23.76422736,90.36261857,23.720241,90.417129,893cf10ce33ffff,893cf1760afffff
I9JHB8,23.75159257,90.40573508,23.76568366,90.41788716,893cf10cb3bffff,893cf139683ffff
I9JG60,23.78322634,90.41629493,23.7715511,90.3646816,893cf1394d3ffff,893cf10cc6bffff
I9JIB8,23.7599367,90.4115383,23.8164088,90.4403704,893cf1396c3ffff,893cf13b14fffff
I9JG5K,23.73354687,90.4121526,23.7072251,90.4501069,893cf176557ffff,893cf176e1bffff
I9JI19,23.781497,90.352067,23.75789717,90.430057,893cf10cccbffff,893cf13963bffff
I9JG51,23.73171133,90.42066175,23.7711012,90.39458077,893cf176577ffff,893cf10c9cbffff
I9JGF1,23.747611,90.3702597,23.751187,90.4054,893cf10ca13ffff,893cf10cb3bffff
I9JG70,23.74657317,90.37661098,23.74576482,90.4112611,893cf10ca07ffff,893cf176583ffff
I9JGB0,23.775106,90.390012,23.71197755,90.40119197,893cf10c9dbffff,893cf1760cbffff
I9JG3B,23.82079924,90.36639804,23.7824,90.34458,893cf10e95bffff,893cf10c1afffff
I9JHHI,23.82954824,90.42140654,23.82559459,90.43315975,893cf13b0b7ffff,893cf13b1c3ffff
I9JFRR,23.79821069,90.42799473,23.71164588,90.41776758,893cf13b353ffff,893cf17602bffff
I9JFTO,23.7371467,90.41116957,23.77376788,90.35713397,893cf17651bffff,893cf10cc4bffff
I9JHKI,23.75277282,90.37744045,23.7704984,90.3975624,893cf10caa3ffff,893cf10c953ffff
I9JFT3,23.71960639,90.48936065,23.72195655,90.39166868,893cf1769dbffff,893cf17647bffff
I9JI0P,23.76593558,90.43181654,23.76851805,90.42564112,893cf1396afffff,893cf1396b3ffff
I9JFJG,23.792763,90.371738,23.7241956,90.38496409,893cf10cca7ffff,893cf176453ffff
I9JH44,23.69846754,90.50360017,23.807091,90.36862,893cf176b23ffff,893cf10eb03ffff
I9JG6G,23.75529746,90.33534084,23.7851187,90.4003254,893cf10c307ffff,893cf10c997ffff
I9JHDD,23.77523355,90.30843694,23.81453288,90.42121937,893cf10c08bffff,893cf13b077ffff
I9JGA8,23.716382,90.3662225,23.71575084,90.4391723,893cf10d947ffff,893cf176163ffff
I9JFJ6,23.7733327,90.42733684,23.73495,90.429439,893cf13944fffff,893cf17652fffff
I9JI1M,23.6942514,90.51304657,23.8135498,90.39655241,893cf12b64bffff,893cf13b607ffff
I9JJ2M,23.739564,90.395746,23.642881,90.488286,893cf1764b3ffff,893cf174e6fffff
I9JHLF,23.66514391,90.47176436,23.76930959,90.40870394,893cf17412bffff,893cf10c977ffff
I9JFAD,23.78321039,90.34157764,23.8724851,90.3189999,893cf10c1a3ffff,893cf105003ffff
I9JI8T,23.847683,90.406256,23.47980164,90.25385046,893cf105b7bffff,893cf17aa4fffff
